,Tweets,Sentiment,compound_score,Negative_percentage,Neutral_precentage,Positive_percentage,Negative_score,Neutral_score,Positive_score
24934,happy mother`s day to all the moms out there. i hope i never join that crowd,positive,0.6919,8.799999999999999,60.5,30.7,0.088,0.605,0.307
24935,hm seems to have been because my blog was marked as a phishing site,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24936,_a_michael i plan on it! Goodnight,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24937,	REALLY?? oh.. sorry yall  lol,positive,0.2228,27.0,35.6,37.5,0.27,0.356,0.375
24938, ui. where arre you going to study?,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24939," - they have their headaches the morning after, instead!",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24940,I think I love a part of me saying some cynical words. Even though I smile when I say them. Do you think it`s bad?,positive,0.1531,18.0,62.1,19.8,0.18,0.621,0.198
24941,Had some lovely sugar puffs and just been playing with my amazing dog jack,positive,0.8555,0.0,53.900000000000006,46.1,0.0,0.539,0.461
24942,_storm lucky! I`m still working for another 4 hours!,positive,0.5242,0.0,70.3,29.7,0.0,0.703,0.297
24943,_Y_Yankees changed my default pic since you`ve been showing so much love!,positive,0.6975,0.0,69.8,30.2,0.0,0.698,0.302
24944,all my files got deleted,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24945, you looked great for being sick yesterday! i`m sorry I didn`t really make an effort to say hi...  I was preoccupied for a while,positive,0.2003,16.3,70.0,13.700000000000001,0.163,0.7,0.137
24946," Don`t worry, you`ll get your stamina back soon  What kind of distances do you run usually?",negative,-0.1779,15.2,73.3,11.5,0.152,0.733,0.115
24947, I KNO I SHOULDA CAME,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24948,I dont know where to get my hair cut!,negative,-0.3382,23.0,77.0,0.0,0.23,0.77,0.0
24949," you and the guys should come down here, we are **** freezing out here!",negative,-0.1759,11.5,88.5,0.0,0.115,0.885,0.0
24950,Im cleaning out my closet!  ahhh...,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24951, You`re welcome... and you`re welcome!,positive,0.7424,0.0,32.300000000000004,67.7,0.0,0.323,0.677
24952,Greg back in the top 10. This is why I love Nascar.,positive,0.7184,0.0,62.5,37.5,0.0,0.625,0.375
24953,Wait...I thought it was 9:50? Don`t we have till 10?   #sigjeans,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24954,"my two new favorite prayers:  'help me, help me, help me.'  and 'thank you, thank you, thank you.'",positive,0.9485,0.0,37.2,62.8,0.0,0.372,0.628
24955,Covering my portfolio to send to my *dream job* in ny! Send good vibes!,positive,0.6688,0.0,68.60000000000001,31.4,0.0,0.686,0.314
24956,OFF TOPIC: missed both motorcades. The secret service tricked us all.  #bush #clinton,negative,-0.4215,25.7,74.3,0.0,0.257,0.743,0.0
24957, Nice glasses. Looks good,positive,0.6908,0.0,26.0,74.0,0.0,0.26,0.74
24958,leaving work in 25 minutes to go to Broompark then to see the new flats then for lunch with Mandy and my dad.,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24959,"is so excited for this summer... Steve Winwood and Eric Clapton, Eagles of Death Metal, and ahhh the Dead Weather",negative,-0.7584,29.4,60.9,9.700000000000001,0.294,0.609,0.097
24960," Welcome, you were our 10,000th follower! it`s very late CA time but we stayed up to meet you",positive,0.3164,0.0,88.1,11.899999999999999,0.0,0.881,0.119
24961, http://onoir.com try to go if you can. I tell everyone who goes to Montreal to check it out. Even people who live there,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24962,"I`m just to far from where you are, I wanna go home...",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24963," Yeah I just accepted UBC`s offer last night, but I dunno if I`ll still make it in because I`ve been slacking off a lot lately.",positive,0.2846,0.0,88.0,12.0,0.0,0.88,0.12
24964," Oh whoops, my bad",negative,-0.5423,53.800000000000004,46.2,0.0,0.538,0.462,0.0
24965,"i love all da sexy ladiez ya beautiful unique and sexy, and smart. dont let a **** call u a **** cuz ladies ya worth then dat i mean it",positive,0.9612,0.0,55.2,44.800000000000004,0.0,0.552,0.448
24966," here btw, this is not a bot",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24967, have fun tonight,positive,0.5106,0.0,37.7,62.3,0.0,0.377,0.623
24968," Didn`t think of that.  Why can`t people just be nice? Why would anyone think it`s ok to say that, much less make a movie.",positive,0.6124,0.0,81.5,18.5,0.0,0.815,0.185
24969, I was only @ Cambie just slightly before the event then had to leave  Waiting for feedback though; I`ll keep u posted!,negative,-0.126,6.6000000000000005,93.4,0.0,0.066,0.934,0.0
24970,Just got up from a nap.. Relaxing for the night,positive,0.4939,0.0,73.8,26.200000000000003,0.0,0.738,0.262
24971, You must be scared to be trolling here. You guys are so sad.   #tcot #right,negative,-0.784,34.599999999999994,65.4,0.0,0.346,0.654,0.0
24972,Hm. Have you ever realized how incredibly over-rated Tokio Hotel is becoming? It makes me sad.,negative,-0.4767,17.1,82.89999999999999,0.0,0.171,0.829,0.0
24973,Getting ready for college. I had a good sleep.  rainy day today. I love it.,positive,0.8519,5.8999999999999995,50.2,43.8,0.059,0.502,0.438
24974, yeah. xD were so close already! xD i can talk to u about anything!  i love u gurrl. x3,positive,0.9418,0.0,50.3,49.7,0.0,0.503,0.497
24975,   you deserve so much better... hang in there good things come to those who wait!,positive,0.7484,0.0,67.10000000000001,32.9,0.0,0.671,0.329
24976, i miss that too,negative,-0.1531,34.8,65.2,0.0,0.348,0.652,0.0
24977, its cuz you love me. dont make me sad,positive,0.7753,0.0,50.9,49.1,0.0,0.509,0.491
24978," ????  ? ??????, ?????? ????????,Basquash,K-ON,07-Ghost,Sengoku Basara,Valkyria Chronicles,RequiemForThePhantom,EdenOfTheEast.",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24979, I`m sure some1 will **** out and play. I`m workin through til midnight.,positive,0.5719,0.0,70.1,29.9,0.0,0.701,0.299
24980,"'Your gonna miss this, Your gonna want this back, Your gonna wish these days hadn`t gone by so fast'  So true I already miss this year",positive,0.6952,10.0,65.3,24.7,0.1,0.653,0.247
24981,yay back at home,positive,0.5267,0.0,46.9,53.1,0.0,0.469,0.531
24982,On the plane to yosemite. Forgot my laptop at home,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24983,"wow, serious hard time sleeping. on a decongestant and its keeping me wide awake. I JUST WANNA SLEEP",positive,0.4767,12.6,69.8,17.7,0.126,0.698,0.177
24984, So long as they hold your wine without tipping.,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24985," and by the way it`s short stack, not sway sway  sway sway baby is a song of theirs",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24986," MISS YOU, TOO!",negative,-0.2244,48.6,51.4,0.0,0.486,0.514,0.0
24987,car just drove past my house blasting celine dion`s 'it`s all coming back to me now',neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24988,want`s to see `2001 Maniacs` Why won`**** come through the post!?,positive,0.4199,14.499999999999998,59.199999999999996,26.3,0.145,0.592,0.263
24989,woken up by mum. work,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24990,"gonna head to bed then work, then moncton to see Jill",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
24991, I read them a couple of weeks ago  They work really well with the movie.,positive,0.3384,0.0,85.39999999999999,14.6,0.0,0.854,0.146
24992,didnt cry at the end but was very sad to see the last episode of ER. man that was a good series.,neutral,0.0097,15.7,65.0,19.3,0.157,0.65,0.193
24993, oooh sounds yummy.  If you get a chance to take some pics  please add them to the website as we don`t have many pies on there,positive,0.7717,0.0,74.9,25.1,0.0,0.749,0.251
24994,"http://twitpic.com/4iw0x      Thx all - it`s a 3k capacity, bought second hand",positive,0.6908,0.0,61.199999999999996,38.800000000000004,0.0,0.612,0.388
24995, CongratulationS. Great funky site! U did it waaw,positive,0.8356,9.5,34.0,56.39999999999999,0.095,0.34,0.564
24996,"While  on vacation,  having golden times spamming Google by 5.350 redirects. http://bit.ly/18kwzh",negative,-0.4767,22.0,78.0,0.0,0.22,0.78,0.0
24997, Make sure you come back and comment again!,positive,0.3802,0.0,73.0,27.0,0.0,0.73,0.27
24998, No twitpic?  lol,negative,-0.5472,81.89999999999999,18.099999999999998,0.0,0.819,0.181,0.0
24999, No you are not having my favorite drink without me  lol,negative,-0.7195,46.7,53.300000000000004,0.0,0.467,0.533,0.0
25000,Planning a road trip down to San Diego- With a detour into Vegas to celebrate my birthday! Too bad it`s 7 wks away  I want to go now!,positive,0.2695,10.299999999999999,73.3,16.400000000000002,0.103,0.733,0.164
25001,Is off to meet my folks after a while...gonna b a working weekend too,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
25002,UP is out today!!! Why why why why does my head hurt so badly??!?!??!!?   I want to see it!!!,negative,-0.8737,35.099999999999994,59.099999999999994,5.800000000000001,0.351,0.591,0.058
25003,Sorta needs to somehow forget that its E3 in LA practically during my ethics exam and self-imposed revision time.,negative,-0.2263,9.5,90.5,0.0,0.095,0.905,0.0
25004, yeah I guess so  it makes me very sad though becase the disc is scratched!,negative,-0.358,19.5,68.8,11.600000000000001,0.195,0.688,0.116
25005,Where`s my bus? I want to go home!,positive,0.1511,0.0,81.5,18.5,0.0,0.815,0.185
25006," that would be lovely, alas the cubs would not be gracious enough to stop wrecking the house while we were soaking our bones",negative,-0.3451,24.099999999999998,63.3,12.7,0.241,0.633,0.127
25007," I`m feeling much less alone now in my love for Fitzcarraldo, most people I mention it to have no idea what I am talking about.",positive,0.4201,12.8,68.60000000000001,18.6,0.128,0.686,0.186
25008,happy mother`s daaaaaaaaay,positive,0.5719,0.0,35.099999999999994,64.9,0.0,0.351,0.649
25009,Got back and putting in the laundry. We got in there last  o well as long as its clean. #DSAA09,positive,0.5859,0.0,78.9,21.099999999999998,0.0,0.789,0.211
25010,Traffic is down to a crawl on I-94 right now.,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
25011," I was saying the same thing yesterday! So I droped 120 tweets! No the smarted thing bussiness wise, but can find real people!",positive,0.2656,14.499999999999998,77.60000000000001,8.0,0.145,0.776,0.08
25012,I`ll try to put together a list for a portfolio to put together along with a little bio on myself in my free time (school is stating),positive,0.5106,0.0,88.7,11.3,0.0,0.887,0.113
25013," no not proper, my dog barks too much & jumps up & its all my fault for not being strict enough",negative,-0.5994,20.5,79.5,0.0,0.205,0.795,0.0
25014,i need people to talk to me please im very bored  x  follow me!,negative,-0.0989,15.8,70.7,13.5,0.158,0.707,0.135
25015,http://twitpic.com/67hw5 - Session almost over,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
25016,__Cullen_ lol  emmett wont do a dance off again,positive,0.4215,0.0,74.1,25.900000000000002,0.0,0.741,0.259
25017,"Finally made it through Dead Space, that only took half a year",negative,-0.6486,28.1,71.89999999999999,0.0,0.281,0.719,0.0
25018," Im feeling sad, not likeing my new haircut",negative,-0.3818,29.2,56.599999999999994,14.2,0.292,0.566,0.142
25019," Hahah, thanks for the Tradewinds Odyssey bump.",positive,0.4404,0.0,67.4,32.6,0.0,0.674,0.326
25020, I`ll have to add your shop to my favorites! I love your needle wraps. Right now my needles are all in a mess in a basket,positive,0.6996,7.6,70.1,22.2,0.076,0.701,0.222
25021, Why aren`t you at blue martini with me??,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
25022,hearing the birds chirp makes me think its nice outside...well its not  rain rain go away!!!,positive,0.5684,0.0,80.30000000000001,19.7,0.0,0.803,0.197
25023,Trying to stay awake  Anyone have any tips how to keep yourself awake ?,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
25024,yeah .... just bought tickets for Pearl Jam in August,positive,0.296,0.0,80.4,19.6,0.0,0.804,0.196
25025,Can`t sleep. **** morning will come to soon. Have to rest! It will be a new day. A perfect day to start new changes,positive,0.6114,0.0,85.2,14.799999999999999,0.0,0.852,0.148
25026,Watchin` JONAS,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
25027,i feel super sick,positive,0.1531,35.9,21.7,42.4,0.359,0.217,0.424
25028,_x all three are in the first 2 weeks of june for me,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
25029," i gotta say, i`m a little jealous",negative,-0.4033,31.1,68.89999999999999,0.0,0.311,0.689,0.0
25030," Yea, D means direct, so only u and whoever u send it to can see it  But u can only direct msg someone who`s following u..",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
25031, I was just thinking that,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
25032,  Who was it that said Vive le difference to me only the other day? ;-),positive,0.25,0.0,87.5,12.5,0.0,0.875,0.125
25033,Surgery when I wake up,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
25034,"Oh yeah, MY LAPTOP IS FIXED. Shame my internet is still **** and slow.",negative,-0.2263,17.9,69.39999999999999,12.7,0.179,0.694,0.127
25035, thank you dearie -- I just followed dome of them on there too!,positive,0.7177,0.0,64.7,35.3,0.0,0.647,0.353
25036,Today was fun  I <3 meeting boardies! The acoustic set was just soo phenomenal!,positive,0.7772,0.0,63.9,36.1,0.0,0.639,0.361
25037,doesn`t kno wat to do now ER is over  saddo,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
25038,  i hope you hoes are having so much fun...not TOO much without me though lol,positive,0.1451,12.8,71.3,15.9,0.128,0.713,0.159
25039, I`m sorry darling... I`m all over the place tonight.. I didn`t mean to neglect you..,positive,0.128,21.4,59.699999999999996,18.9,0.214,0.597,0.189
25040,"Apple is also rotten in the center, just my luck",negative,-0.0772,23.1,55.900000000000006,21.0,0.231,0.559,0.21
25041,i want so bad to go to the mcfly`s concert  anybody up to go with me?,negative,-0.6359,22.7,70.7,6.6000000000000005,0.227,0.707,0.066
25042," I jus spoke 2 my lawyer, if I blow trial =3to7",neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
25043,needed my semi-**** best friend to go shoe shopping with me tonight. Alas he is nowhere to be found.,positive,0.743,8.200000000000001,62.7,28.999999999999996,0.082,0.627,0.29
25044, cheese and onion crisps are the best  alice or rosalie cullen ?,positive,0.6369,0.0,72.39999999999999,27.6,0.0,0.724,0.276
25045, i forgot the yardsale event! ooh how pity i am,negative,-0.3595,21.7,78.3,0.0,0.217,0.783,0.0
25046,_au my pleasure... hey it was played at my going away from nz party back in 87 lots   so it is burned into my brain,positive,0.8316,0.0,71.39999999999999,28.599999999999998,0.0,0.714,0.286
25047, I appreciate your kind words. I am glad that the words resonate with you,positive,0.8442,0.0,54.7,45.300000000000004,0.0,0.547,0.453
25048,"BARA, ****, CLOSETS, ADVENTURE. AGGGHHHH ENOUGH! Muak mcm baby Gary ku sudah",positive,0.5147,0.0,76.8,23.200000000000003,0.0,0.768,0.232
25049, ngobrolin favorite bands at the moment cii... kesian ya kamu speakernya rusak HAHAHA  benerin dong ci.,positive,0.8091,0.0,65.60000000000001,34.4,0.0,0.656,0.344
25050,_miss my best friend won tickets to see them from kiis fm!,positive,0.8955,7.6,38.1,54.300000000000004,0.076,0.381,0.543
25051,sitting in awe that the price to renew my laptops warranty has doubled in a matter of weeks,neutral,0.0258,0.0,93.89999999999999,6.1,0.0,0.939,0.061
25052,still awake..doing my assignments and playing virtual farming,positive,0.2023,0.0,79.5,20.5,0.0,0.795,0.205
25053,Off from work now!,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
25054,is so hungover. what a crazy night. i`m also in the bad books with mother!!,negative,-0.7568,33.300000000000004,66.7,0.0,0.333,0.667,0.0
25055,I need to go to sleep before 4am tonight...  ... So exhausted.,negative,-0.5009,22.8,77.2,0.0,0.228,0.772,0.0
25056, I guess you`re responding to me about DC. If that`s the case...,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
25057, Rocket surgery hey? HAHA I thought it was rocket SCIENCE? Oh.. is that all.. I knew that I swear. Thank you,positive,0.7501,4.7,69.8,25.6,0.047,0.698,0.256
25058,ive got a headache now,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
25059, you really chose the wrong time of year to do this didnt you,negative,-0.5209,21.9,78.10000000000001,0.0,0.219,0.781,0.0
25060,_HotSawce owwwwww! gooood morning,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
25061, just wanted to say hello,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
25062, I wana be there num 1 fan  sharsies??!!!,positive,0.5478,0.0,66.4,33.6,0.0,0.664,0.336
25063," yeah, still waitin`",positive,0.296,0.0,47.599999999999994,52.400000000000006,0.0,0.476,0.524
25064,  You cna get em for about Ã¯Â¿Â½17 but I`ve got one for Ã¯Â¿Â½27 which is Asus same as lappie,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
25065,THANKS GUYS! 200 FOLLOWERS,positive,0.6027,0.0,43.3,56.699999999999996,0.0,0.433,0.567
25066,i am so bored.,negative,-0.4101,47.699999999999996,52.300000000000004,0.0,0.477,0.523,0.0
25067," thanks for following, it means a lot to me  i love hey monday!",positive,0.8122,0.0,59.8,40.2,0.0,0.598,0.402
25068,love the sweet g`nights every night,positive,0.802,0.0,35.699999999999996,64.3,0.0,0.357,0.643
25069,is bored hehehe  i hate IPT,negative,-0.7003,59.199999999999996,40.8,0.0,0.592,0.408,0.0
25070, you stopped followin me?,negative,-0.2263,38.800000000000004,61.199999999999996,0.0,0.388,0.612,0.0
25071,Mo williamssssss,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
25072, i havent got poked much,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
25073,im joining twitter  lol,positive,0.4215,0.0,51.7,48.3,0.0,0.517,0.483
25074, Thank you very much Rex for FF,positive,0.7213,0.0,45.300000000000004,54.7,0.0,0.453,0.547
25075,THE SUN IS SHINING< THE SKY IS FACKING BLUE< TELETUBBIES? I HAVE TO **** WORK.,neutral,0.0,0.0,100.0,0.0,0.0,1.0,0.0
25076, um Mr. Deadly Sir . Can You Please Follow Me On twitter .,positive,0.3182,0.0,83.89999999999999,16.1,0.0,0.839,0.161
25077,"Watched Adaptation, Interiors, and The Women (1939). All in all, good movie night. Breakfast with dad and kelley in the morning",positive,0.4404,0.0,87.3,12.7,0.0,0.873,0.127
